序号	日期	手机+账号	拍剪员	视频链接	产品	国家	GMV	出单数量	佣金	佣金GMV	GMV人民币	佣金人民币
731	2026/03/29	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$105.17	5	$15.87	$105.75	¥715.16	¥107.92
732	2026/03/29	28-@wheelbeat	刘茜	https://www.tiktok.com/@wheelbeat/video/7620793770669329694	耳屎精油	美国	$18.23	1	$0.14	$13.79	¥123.96	¥0.95
733	2026/03/29	15-@graham.felix2	赵雅如	https://www.tiktok.com/@graham.felix2/video/7619629721302633759	祛痘膏	美国	$40.69	2	$0.31	$31.11	¥276.69	¥2.11
734	2026/03/30	30-@styleviralfinds	邵佳运	https://www.tiktok.com/@styleviralfinds/video/7613361011063541023	煎蛋机	美国	$23.46	1	$0.00	$19.96	¥159.53	¥0.00
735	2026/03/30	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$123.94	6	$18.66	$124.34	¥842.79	¥126.89
736	2026/03/30	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$226.59	11	$34.05	$226.89	¥1,540.81	¥231.54
737	2026/03/30	28-@wheelbeat	刘茜	https://www.tiktok.com/@wheelbeat/video/7620364185221762334	祛痘膏	美国	$19.98	1	$0.17	$16.88	¥135.86	¥1.16
738	2026/03/31	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$40.28	2	$6.06	$40.38	¥273.90	¥41.21
739	2026/03/31	28-@wheelbeat	刘茜	https://www.tiktok.com/@wheelbeat/video/7620364185221762334	祛痘膏	美国	$15.32	1	$0.15	$15.32	¥104.18	¥1.02
740	2026/03/31	47-@RollVibeTribe	刘茜	https://www.tiktok.com/@bolt.charlene/video/7623364527077281055	宠物洁牙	美国	$24.05	1	$2.21	$14.73	¥163.54	¥15.03
741	2026/03/31	47-@RollVibeTribe	赵雅如	https://www.tiktok.com/@bolt.charlene/video/7623363912611745055	宠物洁牙	美国	$17.38	1	$2.21	$14.73	¥118.18	¥15.03
742	2026/03/31	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$226.83	11	$34.17	$227.69	¥1,542.44	¥232.36
743	2026/04/01	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$82.33	4	$12.60	$83.96	¥559.84	¥85.68
744	2026/04/01	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$20.56	1	$3.15	$20.99	¥139.81	¥21.42
745	2026/04/01	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$99.11	5	$15.30	$101.95	¥673.95	¥104.04
746	2026/04/01	24-@boldwheelsguy	赵雅如	https://www.tiktok.com/@boldwheelsguy/video/7619290318726384909	祛痘膏	美国	$19.79	1	$0.00	$15.79	¥134.57	¥0.00
747	2026/04/01	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$28.45	1	$0.00	$24.95	¥193.46	¥0.00
748	2026/04/01	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623366576011496734	宠物洁牙	美国	$34.16	2	$3.28	$21.90	¥232.29	¥22.30
749	2026/04/01	47-@RollVibeTribe	赵雅如	https://www.tiktok.com/@bolt.charlene/video/7623363912611745055	宠物洁牙	美国	$16.66	1	$1.64	$10.95	¥113.29	¥11.15
750	2026/04/01	33-@freeskaterollers	赵雅如	https://www.tiktok.com/@freeskaterollers/video/7623365967149567246	宠物洁牙	美国	$336.36	20	$33.94	$226.55	¥2,287.25	¥230.79
751	2026/04/01	41-@fvpvc681	邵佳运	https://www.tiktok.com/@fvpvc681/video/7620393628124351757	耳屎精油	美国	$17.99	1	$0.00	$13.79	¥122.33	¥0.00
752	2026/04/02	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$20.99	1	$3.15	$20.99	¥142.73	¥21.42
753	2026/04/02	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$118.79	6	$18.15	$120.94	¥807.77	¥123.42
754	2026/04/02	33-@freeskaterollers	赵雅如	https://www.tiktok.com/@freeskaterollers/video/7623365967149567246	宠物洁牙	美国	$2,300.00	130	$243.71	$1,674.24	¥15,640.00	¥1,657.23
755	2026/04/02	33-@freeskaterollers	刘茜	https://www.tiktok.com/@freeskaterollers/video/7623364491354459406	宠物洁牙	美国	$24.54	1	$1.87	$12.88	¥166.87	¥12.75
756	2026/04/02	33-@freeskaterollers	赵永琦	https://www.tiktok.com/@freeskaterollers/video/7624129313868123405	去渍喷雾	美国	$17.98	1	$1.87	$12.88	¥122.26	¥12.75
757	2026/04/02	47-@RollVibeTribe	赵雅如	https://www.tiktok.com/@bolt.charlene/video/7624129365374209310	宠物洁牙	美国	$17.04	1	$1.64	$10.95	¥115.87	¥11.15
758	2026/04/02	27-@sherollsbright	邵佳运	https://www.tiktok.com/t/ZTkM51Sts/	驱鼠球	美国	$18.99	1	$0.00	$18.99	¥129.13	¥0.00
759	2026/04/03	41-@fvpvc681	赵永琪	https://www.tiktok.com/@fvpvc681/video/7619289617497345293?lang=en	祛痘膏	美国	$20.58	1	$0.00	$15.79	¥139.94	¥0.00
760	2026/04/03	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$117.77	6	$17.70	$117.94	¥800.84	¥120.36
761	2026/04/03	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$193.70	10	$29.70	$197.90	¥1,317.16	¥201.96
762	2026/04/03	47-@RollVibeTribe	刘茜	https://www.tiktok.com/@bolt.charlene/video/7623364527077281055	宠物洁牙	美国	$24.39	1	$2.21	$14.73	¥165.85	¥15.03
763	2026/04/03	47-@RollVibeTribe	赵雅如	https://www.tiktok.com/@bolt.charlene/video/7623363912611745055	宠物洁牙	美国	$16.59	1	$2.21	$14.73	¥112.81	¥15.03
764	2026/04/03	33-@freeskaterollers	赵雅如	https://www.tiktok.com/@freeskaterollers/video/7623365967149567246	宠物洁牙	美国	$1,700.00	95	$182.18	$1,187.50	¥11,560.00	¥1,238.84
765	2026/04/03	33-@freeskaterollers	邵佳运	https://www.tiktok.com/@freeskaterollers/video/7624478014016867597	蟑螂药	美国	$7.60	1	$1.92	$12.50	¥51.68	¥13.04
766	2026/04/03	39-@glidegroove1	赵雅如	https://www.tiktok.com/@glidegroove1/video/7624486436003269901	宠物洁牙	美国	$16.73	1	$1.64	$10.95	¥113.76	¥11.15
767	2026/04/03	40-@hopeinchrist28	刘茜	https://www.tiktok.com/@hopeinchrist28/video/7624488529795550477	去皱精华	美国	$19.18	1	$5.83	$29.90	¥130.42	¥39.64
768	2026/04/04	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$62.97	3	$9.45	$62.97	¥428.20	¥64.26
769	2026/04/04	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$115.76	6	$18.30	$121.94	¥787.17	¥124.44
770	2026/04/04	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623366576011496734	宠物洁牙	美国	$17.55	1	$1.64	$10.95	¥119.34	¥11.15
771	2026/04/04	47-@RollVibeTribe	刘茜	https://www.tiktok.com/@bolt.charlene/video/7621156294191271199	耳屎精油	美国	$18.23	1	$0.89	$12.37	¥123.96	¥6.05
772	2026/04/04	47-@RollVibeTribe	刘茜	https://www.tiktok.com/@bolt.charlene/video/7623364527077281055	宠物洁牙	美国	$17.38	1	$0.89	$12.37	¥118.18	¥6.05
773	2026/04/04	33-@freeskaterollers	赵雅如	https://www.tiktok.com/@freeskaterollers/video/7623365967149567246	宠物洁牙	美国	$126.73	7	$12.62	$84.20	¥861.76	¥85.82
774	2026/04/05	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$152.85	6	$22.28	$148.44	¥1,039.38	¥151.47
775	2026/04/05	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$39.94	2	$7.43	$49.48	¥271.59	¥50.49
776	2026/04/05	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623366576011496734	宠物洁牙	美国	$33.56	2	$3.75	$25.02	¥228.21	¥25.48
777	2026/04/05	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623025371537100063	宠物洁牙	美国	$21.62	1	$1.87	$12.51	¥147.02	¥12.74
778	2026/04/05	33-@freeskaterollers	赵雅如	https://www.tiktok.com/@freeskaterollers/video/7623365967149567246	宠物洁牙	美国	$76.76	4	$8.40	$55.96	¥521.97	¥57.12
779	2026/04/05	40-@hopeinchrist28	赵雅如	https://www.tiktok.com/@hopeinchrist28/video/7624487513771592974	宠物洁牙	美国	$13.24	1	$1.56	$10.40	¥90.03	¥10.61
780	2026/04/05	44-@gracepath5	赵雅如	https://www.tiktok.com/@gracepath5/video/7624488842719972622	宠物洁牙	美国	$17.38	1	$1.64	$10.95	¥118.18	¥11.15
781	2026/04/05	45-@skatepulse3	邵佳运	https://www.tiktok.com/@skatepulse3/video/7623733177479187743	去皱精华	美国	$29.90	1	$5.83	$29.90	¥203.32	¥39.64
782	2026/04/06	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623366576011496734	宠物洁牙	美国	$40.30	2	$4.20	$27.98	¥274.04	¥28.56
783	2026/04/06	33-@freeskaterollers	赵雅如	https://www.tiktok.com/@freeskaterollers/video/7623365967149567246	宠物洁牙	美国	$15.67	1	$1.56	$10.40	¥106.56	¥10.61
784	2026/04/06	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$34.02	1	$5.40	$35.99	¥231.34	¥36.72
785	2026/04/07	33-@freeskaterollers	赵雅如	https://www.tiktok.com/@freeskaterollers/video/7623365967149567246	宠物洁牙	美国	$34.42	2	$3.28	$21.90	¥234.06	¥22.30
786	2026/04/07	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$57.58	3	$8.85	$58.97	¥391.54	¥60.18
787	2026/04/07	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$18.58	1	$2.17	$14.42	¥126.34	¥14.72
788	2026/04/07	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7625993969243032863	宠物洁牙	美国	$16.28	1	$2.17	$14.42	¥110.70	¥14.72
789	2026/04/07	45-@skatepulse3	刘茜	https://www.tiktok.com/@skatepulse3/video/7624140093141404959	染发膏	美国	$20.06	1	$3.02	$15.51	¥136.41	¥20.54
790	2026/04/07	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623366576011496734	宠物洁牙	美国	$41.58	2	$4.42	$29.45	¥282.74	¥30.06
791	2026/04/07	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$13.66	1	$0.00	$6.93	¥92.89	¥0.00
792	2026/04/08	45-@skatepulse3	赵雅如	https://www.tiktok.com/@skatepulse3/video/7623775421519219998	宠物洁牙	美国	$33.57	2	$3.28	$21.90	¥228.28	¥22.30
793	2026/04/08	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508000	驱鼠球	美国	$107.67	6	$17.10	$113.94	¥732.16	¥116.28
794	2026/04/08	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$18.99	1	$2.85	$18.99	¥129.13	¥19.38
795	2026/04/08	33-@freeskaterollers	赵雅如	https://www.tiktok.com/@freeskaterollers/video/7623365967149567246	宠物洁牙	美国	$32.73	2	$3.28	$21.90	¥222.56	¥22.30
796	2026/04/08	39-@glidegroove1	刘茜	https://www.tiktok.com/@glidegroove1/video/7625986212897115406	宠物洁牙	美国	$17.38	1	$1.64	$10.95	¥118.18	¥11.15
797	2026/04/08	40-@hopeinchrist28	赵永琦	https://www.tiktok.com/@hopeinchrist28/video/7625983947930897678	去渍喷雾	美国	$34.53	2	$4.34	$32.44	¥234.80	¥29.48
798	2026/04/08	40-@hopeinchrist28	赵雅如	https://www.tiktok.com/@hopeinchrist28/video/7624487513771592974	宠物洁牙	美国	$24.72	1	$2.17	$16.22	¥168.10	¥14.74
799	2026/04/08	40-@hopeinchrist28	赵永琦	https://www.tiktok.com/@hopeinchrist28/video/7626220515165850894	宠物洁牙	美国	$16.66	1	$2.17	$16.22	¥113.29	¥14.74
800	2026/04/08	43-@rollervibe2	赵永琦	https://www.tiktok.com/@rollervibe2/video/7625985717885308191	去渍喷雾	美国	$38.73	1	$5.00	$41.70	¥263.36	¥34.00
801	2026/04/08	48-@conekillervibes	刘茜	https://www.tiktok.com/@conekillervibes/video/7626349855354490142	宠物洁牙	美国	$34.22	2	$3.28	$21.90	¥232.70	¥22.30
802	2026/04/08	49-@rollerglideliberated	赵雅如	https://www.tiktok.com/@rollerglideliberated/video/7625981917313142046	去皱精华	美国	$16.90	1	$3.30	$16.90	¥114.92	¥22.44
803	2026/04/08	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623366576011496734	宠物洁牙	美国	$34.72	2	$3.28	$21.90	¥236.10	¥22.30
804	2026/04/09	45-@skatepulse3	赵雅如	https://www.tiktok.com/@skatepulse3/video/7623775421519219998	宠物洁牙	美国	$126.94	7	$12.46	$83.10	¥863.19	¥84.73
805	2026/04/09	39-@glidegroove1	刘茜	https://www.tiktok.com/@glidegroove1/video/7626354530652933389	宠物洁牙	美国	$17.04	1	$1.64	$10.95	¥115.87	¥11.15
806	2026/04/09	19-@skateunboundvibes	赵永琦	https://www.tiktok.com/@skateunboundvibes/video/7625978924689870111	去皱精华	美国	$29.90	1	$5.83	$29.90	¥203.32	¥39.64
807	2026/04/09	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$56.00	3	$8.85	$58.97	¥380.80	¥60.18
808	2026/04/09	48-@conekillervibes	刘茜	https://www.tiktok.com/@conekillervibes/video/7626349855354490142	宠物洁牙	美国	$614.07	33	$62.48	$416.93	¥4,175.68	¥424.86
809	2026/04/09	49-@rollerglideliberated	刘茜	https://www.tiktok.com/@rollerglideliberated/video/7626358818863172894	宠物洁牙	美国	$16.83	1	$1.60	$10.68	¥114.44	¥10.88
810	2026/04/09	49-@rollerglideliberated	刘茜	https://www.tiktok.com/@rollerglideliberated/video/7626351220969458974	宠物洁牙	美国	$16.83	1	$1.60	$10.68	¥114.44	¥10.88
811	2026/04/09	33-@freeskaterollers	赵雅如	https://www.tiktok.com/@freeskaterollers/video/7623365967149567246	宠物洁牙	美国	$15.74	1	$1.48	$9.85	¥107.03	¥10.06
812	2026/04/09	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623025371537100063	宠物洁牙	美国	$42.31	2	$3.99	$26.57	¥287.71	¥27.11
813	2026/04/09	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623366576011496734	宠物洁牙	美国	$16.49	1	$1.99	$13.28	¥112.13	¥13.55
814	2026/04/09	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508000	驱鼠球	美国	$123.99	6	$19.35	$128.94	¥843.13	¥131.58
815	2026/04/09	51-@rollervibe3	刘茜	https://www.tiktok.com/@rollervibe3/video/7625985372735966478	宠物洁牙	美国	$44.55	3	$4.92	$32.85	¥302.94	¥33.46
816	2026/04/10	36-@la.negrita.1	历史视频	历史视频	父亲节手环	美国	$20.28	1	$0.00	$0.00	¥137.90	¥0.00
817	2026/04/10	45-@skatepulse3	赵雅如	https://www.tiktok.com/@skatepulse3/video/7623775421519219998	宠物洁牙	美国	$33.76	2	$3.28	$21.90	¥229.57	¥22.30
818	2026/04/10	45-@skatepulse3	邵佳运	https://www.tiktok.com/@skatepulse3/video/7622947788220927263	宠物洁牙	美国	$17.38	1	$1.64	$10.95	¥118.18	¥11.15
819	2026/04/10	48-@conekillervibes	刘茜	https://www.tiktok.com/@conekillervibes/video/7626349855354490142	宠物洁牙	美国	$333.88	19	$33.08	$220.72	¥2,270.38	¥224.93
820	2026/04/10	48-@conekillervibes	赵雅如	https://www.tiktok.com/@conekillervibes/video/7626347994199117087	宠物洁牙	美国	$33.54	2	$3.48	$23.23	¥228.07	¥23.68
821	2026/04/10	51-@rollervibe3	刘茜	https://www.tiktok.com/@rollervibe3/video/7625985372735966478	宠物洁牙	美国	$15.03	1	$1.48	$9.85	¥102.20	¥10.06
822	2026/04/10	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623366576011496734	宠物洁牙	美国	$42.14	2	$4.42	$29.45	¥286.55	¥30.06
823	2026/04/10	04-@skatestride	赵雅如	https://www.tiktok.com/@hkuyti99/video/7626349221351853343	宠物洁牙	美国	$17.17	1	$1.64	$10.95	¥116.76	¥11.15
824	2026/04/10	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508000	驱鼠球	美国	$103.41	6	$17.25	$114.94	¥703.19	¥117.30
825	2026/04/11	23-@freeskatejoyhub	赵雅如	https://www.tiktok.com/@freeskatejoyhub/video/7620792777030307086	耳屎精油	美国	$18.37	1	$0.00	$13.79	¥124.92	¥0.00
826	2026/04/11	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7605163315043650830	驱鼠球	美国	$18.00	1	$0.00	$20.99	¥122.40	¥0.00
827	2026/04/11	40-@hopeinchrist28	刘茜	https://www.tiktok.com/@hopeinchrist28/video/7626349064174537997	宠物洁牙	美国	$16.59	1	$1.64	$10.95	¥112.81	¥11.15
828	2026/04/11	48-@conekillervibes	刘茜	https://www.tiktok.com/@conekillervibes/video/7626349855354490142	宠物洁牙	美国	$172.51	10	$16.40	$109.50	¥1,173.07	¥111.52
829	2026/04/11	48-@conekillervibes	赵雅如	https://www.tiktok.com/@conekillervibes/video/7626347994199117087	宠物洁牙	美国	$66.97	4	$6.56	$43.80	¥455.40	¥44.61
830	2026/04/11	51-@rollervibe3	刘茜	https://www.tiktok.com/@rollervibe3/video/7625985372735966478	宠物洁牙	美国	$17.38	1	$1.64	$10.95	¥118.18	¥11.15
831	2026/04/11	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623366576011496734	宠物洁牙	美国	$17.04	1	$1.64	$10.95	¥115.87	¥11.15
832	2026/04/11	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508000	驱鼠球	美国	$188.74	10	$30.90	$205.90	¥1,283.43	¥210.12
833	2026/04/11	49-@rollerglideliberated	刘茜	https://www.tiktok.com/@rollerglideliberated/video/7626351220969458974	宠物洁牙	美国	$17.17	1	$1.64	$10.95	¥116.76	¥11.15
834	2026/04/11	04-@skatestride	赵雅如	https://www.tiktok.com/@hkuyti99/video/7626349221351853343	宠物洁牙	美国	$16.07	1	$1.64	$10.95	¥109.28	¥11.15
835	2026/04/12	45-@skatepulse3	邵佳运	https://www.tiktok.com/@skatepulse3/video/7624129364019514654	蟑螂药	美国	$7.60	1	$1.90	$7.60	¥51.68	¥12.92
836	2026/04/12	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623025371537100063	宠物洁牙	美国	$17.38	1	$1.64	$10.95	¥118.18	¥11.15
837	2026/04/12	33-@freeskaterollers	赵雅如	https://www.tiktok.com/@freeskaterollers/video/7623365967149567246	宠物洁牙	美国	$17.55	1	$1.64	$10.95	¥119.34	¥11.15
838	2026/04/12	48-@conekillervibes	赵雅如	https://www.tiktok.com/@conekillervibes/video/7626347994199117087	宠物洁牙	美国	$41.97	2	$4.04	$26.93	¥285.40	¥27.47
839	2026/04/12	48-@conekillervibes	刘茜	https://www.tiktok.com/@conekillervibes/video/7626349855354490142	宠物洁牙	美国	$17.38	1	$2.02	$13.47	¥118.18	¥13.74
840	2026/04/12	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508000	驱鼠球	美国	$138.29	7	$21.75	$144.93	¥940.37	¥147.90
841	2026/04/12	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$18.99	1	$2.85	$18.99	¥129.13	¥19.38
842	2026/04/12	47-@RollVibeTribe	刘茜	https://www.tiktok.com/@bolt.charlene/video/7621156294191271199	耳屎精油	美国	$18.37	1	$0.14	$13.79	¥124.92	¥0.95
843	2026/04/13	45-@skatepulse3	赵雅如	https://www.tiktok.com/@skatepulse3/video/7623775421519219998	宠物洁牙	美国	$34.04	2	$3.28	$21.90	¥231.47	¥22.30
844	2026/04/13	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623025371537100063	宠物洁牙	美国	$17.38	1	$1.64	$10.95	¥118.18	¥11.15
845	2026/04/13	33-@freeskaterollers	赵雅如	https://www.tiktok.com/@freeskaterollers/video/7623365967149567246	宠物洁牙	美国	$17.38	1	$1.64	$10.95	¥118.18	¥11.15
846	2026/04/13	47-@RollVibeTribe	赵雅如	https://www.tiktok.com/@bolt.charlene/video/7623363912611745055	宠物洁牙	美国	$16.87	1	$1.64	$10.95	¥114.72	¥11.15
847	2026/04/13	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508000	驱鼠球	美国	$73.55	4	$11.40	$75.96	¥500.14	¥77.52
848	2026/04/13	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$18.99	1	$2.85	$18.99	¥129.13	¥19.38
849	2026/04/14	40-@hopeinchrist28	刘茜	https://www.tiktok.com/@hopeinchrist28/video/7626349064174537997	宠物洁牙	美国	$74.36	4	$7.47	$49.84	¥505.65	¥50.81
850	2026/04/14	40-@hopeinchrist28	刘茜	https://www.tiktok.com/@hopeinchrist28/video/7626345111105981709	宠物洁牙	美国	$16.49	1	$1.87	$12.46	¥112.13	¥12.70
851	2026/04/14	48-@conekillervibes	赵雅如	https://www.tiktok.com/@conekillervibes/video/7626347994199117087	宠物洁牙	美国	$16.99	1	$1.64	$10.95	¥115.53	¥11.15
852	2026/04/14	48-@conekillervibes	赵永琦	https://www.tiktok.com/@conekillervibes/video/7626220979974343967	宠物洁牙	美国	$16.73	1	$1.64	$10.95	¥113.76	¥11.15
853	2026/04/14	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$18.99	1	$2.85	$18.99	¥129.13	¥19.38
854	2026/04/14	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508000	驱鼠球	美国	$109.43	6	$17.10	$113.94	¥744.12	¥116.28
855	2026/04/14	39-@glidegroove1	刘茜	https://www.tiktok.com/@glidegroove1/video/7626354530652933389	宠物洁牙	美国	$75.06	4	$8.38	$55.88	¥510.41	¥57.01
856	2026/04/14	39-@glidegroove1	刘茜	https://www.tiktok.com/@glidegroove1/video/7625986212897115406	宠物洁牙	美国	$24.93	1	$2.10	$13.97	¥169.52	¥14.25
857	2026/04/15	46-@unrestrictedrollers	赵雅如	https://www.tiktok.com/@unrestrictedrollers/video/7623025371537100063	宠物洁牙	美国	$17.38	1	$1.64	$10.95	¥118.18	¥11.15
858	2026/04/15	33-@freeskaterollers	赵雅如	https://www.tiktok.com/@freeskaterollers/video/7623365967149567246	宠物洁牙	美国	$16.94	1	$1.64	$10.95	¥115.19	¥11.15
859	2026/04/15	47-@RollVibeTribe	刘茜	https://www.tiktok.com/@bolt.charlene/video/7621156294191271199	耳屎精油	美国	$14.68	1	$0.10	$9.99	¥99.82	¥0.68
860	2026/04/15	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508000	驱鼠球	美国	$72.54	4	$11.40	$75.96	¥493.27	¥77.52
861	2026/04/15	40-@hopeinchrist28	刘茜	https://www.tiktok.com/@hopeinchrist28/video/7626349064174537997	宠物洁牙	美国	$28.33	2	$3.28	$21.90	¥192.64	¥22.30
862	2026/04/15	39-@glidegroove1	刘茜	https://www.tiktok.com/@glidegroove1/video/7626354530652933389	宠物洁牙	美国	$102.02	6	$9.84	$65.70	¥693.74	¥66.91
863	2026/04/15	39-@glidegroove1	刘茜	https://www.tiktok.com/@glidegroove1/video/7625986212897115406	宠物洁牙	美国	$17.55	1	$1.64	$10.95	¥119.34	¥11.15
	2026/04/16	26-@erlouqwdu3o	刘茜	https://www.tiktok.com/@erlouqwdu3o/video/7627354810693487885	宠物洁牙	美国	$13.49	1	$0.09	$9.29	¥91.73	¥0.61
	2026/04/16	04-@skatestride	赵雅如	https://www.tiktok.com/@hkuyti99/video/7626349221351853343	宠物洁牙	美国	$58.43	3	$6.06	$40.40	¥397.32	¥41.21
	2026/04/16	45-@skatepulse3	赵雅如	https://www.tiktok.com/@skatepulse3/video/7623775421519219998	宠物洁牙	美国	$17.38	1	$1.64	$10.95	¥118.18	¥11.15
	2026/04/16	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508000	驱鼠球	美国	$106.78	6	$17.10	$113.94	¥726.10	¥116.28
	2026/04/16	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$17.09	1	$2.85	$18.99	¥116.21	¥19.38
	2026/04/16	51-@rollervibe3	刘茜	https://www.tiktok.com/@rollervibe3/video/7625985372735966478	宠物洁牙	美国	$15.74	1	$1.64	$10.95	¥107.03	¥11.15
	2026/04/16	01-@uloulan2990	刘茜	https://www.tiktok.com/@uloulan2990/video/7629308062448373005	瘦身精油	美国	$27.99	1	$0.28	$27.99	¥190.33	¥1.90
	2026/04/16	39-@glidegroove1	刘茜	https://www.tiktok.com/@glidegroove1/video/7626354530652933389	宠物洁牙	美国	$141.78	8	$13.99	$93.33	¥964.10	¥95.14
	2026/04/16	39-@glidegroove1	刘茜	https://www.tiktok.com/@glidegroove1/video/7625986212897115406	宠物洁牙	美国	$17.04	1	$1.75	$11.67	¥115.87	¥11.89
